Date,Adj Close,Volume,Var%,Fechamento,Noticias,Noticias_ingles,score,polaridade_vad,subjetividade_vad,negatividade_vad,neutralidade_vad,positividade_vad,composicao_vad,neg_rob,neu_rob,pos_rob,pos_finbert,neg_finbert,neu_finbert
2020-01-17,19.899564743041992,34908000,0.011178877744999259,1," a petrobras e a instabilidade premeditada, por francisco ... petrobras reduz em 2,4% quadro de funcionários no 1º ano ... obra do heliporto do açu em são joão da barra inicia em fevereiro e desperta interesse da petrobras"," petrobras and premeditated instability, by francisco... petrobras reduces staff by 2.4% in the 1st year ... work on the açu heliport in são joão da barra starts in february and arouses interest from petrobras",1.0,0.0,0.0,0.0,2.85,0.15,0.4588,0.6690723663195968,1.7792717814445496,0.5516558941453695,0.0,0.0,2.783509910106659
2020-01-20,19.99956512451172,31241400,0.005025254710894656,1,"  após bb, petrobras também anuncia que aposentado será desligado  petrobras lança venda de dois ativos offshore  furto de combustível volta a subir em sp, e petrobras intensifica combate"," fuel theft rises again in sp, and petrobras intensifies combat",0.0,0.0,0.0,0.211,0.789,0.0,-0.34,0.7019540071487427,0.28037986159324646,0.017666155472397804,0.5469861626625061,0.0,0.0
2020-01-21,19.746234893798828,28577400,-0.01266678695940271,0, petrobras: carf profere decisão desfavorável sobre pis ... petrobras e banco do brasil anunciam demissões de funcionários que se aposentarem pelas novas regras da previdência, petrobras: carf renders unfavorable decision on pis ... Petrobras and Banco do Brasil announce layoffs of employees who retire under the new pension rules,5.0,0.13636363636363635,0.45454545454545453,0.0,2.0,0.0,0.0,0.7021651268005371,1.254669964313507,0.04316496104001999,0.0,-0.9592130780220032,0.8961604237556458
2020-01-22,19.526241302490234,32491500,-0.01114103992441018,0, conjur - petrobras é condenada em r$ 9 bilhões pelo carf venda de ações da petrobras é uma forma de mostrar que país está aberto ao investimento estrangeiro, conjur - petrobras is sentenced to r$ 9 billion by carf sale of petrobras shares is a way of showing which country is open to foreign investment,-3.0,-0.0625,0.3125,0.099,1.7730000000000001,0.128,0.2702,0.34121493622660637,1.528294563293457,0.13049043528735638,0.0,0.0,1.9999747276306152
2020-01-23,19.766233444213867,53752100,0.012290749561362224,1, petrobras atualiza comunicação de mais de 50 plataformas petrobras inicia fase não vinculante para venda da bsbios - aqui notícias, petrobras updates communication from more than 50 platforms petrobras starts non-binding phase for the sale of bsbios - here news,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0711521115154028,1.7833667397499084,0.14548130705952644,0.0,0.0,1.999625325202942
2020-01-24,19.53290557861328,36898700,-0.011804366586032013,0," presidente do stj suspende multa e retira petrobras do cadin petrobras indenizará ambulantes prejudicados por vazamento de óleo petrobras mordenizou a comunicação de mais de 50 plataformas a p-70 da petrobras chega ao brasil e já está na baia de guanabara, no rio"," stj president suspends fine and withdraws petrobras from cadin Petrobras will indemnify street vendors affected by oil spills petrobras modernized the communication of more than 50 platforms petrobras p-70 arrives in brazil and is already in guanabara bay, in rio",-3.0,0.9166666666666667,1.0,0.167,3.649,0.184,0.049199999999999994,0.5733985286206007,2.9210886359214783,0.5055130422115326,0.0,0.0,3.4389818906784058
2020-01-27,18.686260223388672,66105300,-0.04334456805809817,0,"  demissões em empresa da petrobras em araucária começam no dia 14 de fevereiro - bem paraná  bndes venderá ações da petrobras  bndes destina 20% de ações da petrobras a pessoas físicas troca de comando em terminal afeta venda de derivados pela petrobras coronavírus gera prejuízo de r$ 33 bi a empresas como a petrobras economista americana que criticou bolsonaro tem palestra cancelada pela petrobras 400 trabalhadores serão demitidos após petrobras encerrar atividades em 8 sondas terrestres na bahia, afirma sindicato"," bndes allocates 20% of petrobras shares to individuals change of command in terminal affects sale of oil products by petrobras coronavirus generates a loss of r$ 33 billion to companies like petrobras American economist who criticized bolsonaro has a lecture canceled by petrobras 400 workers will be laid off after Petrobras shuts down activities in 8 onshore rigs in Bahia, says union",0.0,-0.15555555555555559,0.2888888888888889,0.355,4.237,0.40800000000000003,-0.013600000000000056,2.4236467666924,2.488557308912277,0.08779591275379062,0.0,-0.9999961853027344,3.9923126697540283
2020-01-28,19.199581146240234,47259100,0.02747050060926925,1, petrobras contrata marcia tosta | notícias, petrobras hires marcia tosta | News,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04528561234474182,0.9128530621528625,0.04186146333813667,0.0,0.0,0.999649167060852
2020-01-29,19.2329158782959,42297500,0.0017362218374328275,1," funcionários da petrobras aprovam greve a partir de sábado santander brasil tem lucro de r$ 14,2 bi em 2019; fup anuncia greve na petrobras no sábado e mais destaques", Petrobras employees approve strike starting on Saturday santander brasil has a profit of r$ 14.2 billion in 2019; fup announces strike at petrobras on Saturday and more highlights,6.0,0.5,0.6,0.264,1.612,0.124,0.21200000000000002,0.17894280329346657,1.6520041823387146,0.16905291751027107,0.0,0.0,1.992531180381775
2020-01-30,19.29291343688965,44266800,0.00311952482782174,1," petrobras reduzirá em 3% valor de gasolina e diesel nas refinarias gcu declara queiroz galvão inidônea por fraudes em licitações da petrobras petrobras concluirá privatização em sergipe ainda neste ano projeto de afretamento de fpso da petrobras para o offshore de marlim pela modec, mitsui, mol e marubeni se confirma hoje"," petrobras will reduce the value of gasoline and diesel in refineries by 3%. gcu declares queiroz galvão disreputable for fraud in petrobras bids petrobras will complete privatization in sergipe this year petrobras fpso charter project for offshore marlim by modec, mitsui, mol and marubeni is confirmed today",3.0,0.5,1.4,0.297,3.536,0.167,-0.24589999999999995,1.0158000611700118,2.757889002561569,0.22631093952804804,0.0,-0.9284146428108215,2.9978453516960144
2020-01-31,18.96625518798828,55446700,-0.016931514774578767,0, petrobras inicia venda de usinas eólicas no rio grande do norte reservas da petrobras podem acabar em 10 anos e trazem preocupação à estatal petrobras cria grupo para apurar deslocamento de navio-plataforma petrobras em canoas só até o meio do ano, Petrobras starts selling wind farms in Rio Grande do Norte Petrobras reserves could run out in 10 years and bring concern to the state-owned company petrobras creates a group to determine the displacement of a platform ship petrobras in canoes only until the middle of the year,3.0,0.0,0.5,0.0,3.84,0.16,0.2732,0.6454901397228241,3.20253986120224,0.15197019465267658,0.0,-0.9999995231628418,2.9997546076774597
2020-02-03,18.786258697509766,39452800,-0.00949035477454252,0,"  indústria tem maior nível de emprego em 4 anos; petrobras quer investir na bacia de campos clarissa lins, do ibp, renuncia como integrante de conselho da petrobras petrobras viverá momento de transformação nos anos 2020  petrobras negocia venda da gaspetro na bolsa em operação que pode levantar r$ 4 bi, segundo analistas  petrobras anuncia cristiane marsillac como nova presidente ... o fpso mv-14 da modec operado pela petrobras por 16 anos, deixa o brasil rumo a europa para descomissionamento"," petrobras announces cristiane marsillac as new president... the modec fpso mv-14 operated by petrobras for 16 years, leaves brazil for europe for decommissioning",1.0,0.13636363636363635,0.45454545454545453,0.0,2.0,0.0,0.0,0.09258265420794487,1.814214289188385,0.09320303797721863,0.0,0.0,1.9994911551475525
2020-02-04,19.086252212524414,57658400,0.015968773764113875,1, petrobras registra nova descoberta de óleo no pré-sal em bloco na bacia de santos petrobras reduz produção e pode demitir ou cortar salário de ... petróleo: ações da petrobras disparam mais de 10% após declaração de trump, petrobras registers new pre-salt oil discovery in a block in the Santos basin petrobras reduces production and may lay off or cut salary of... oil: petrobras shares soar more than 10% after trump declaration,0.0,0.6363636363636364,0.9545454545454546,0.369,2.435,0.196,-0.4176,0.5126253715716302,1.7331300377845764,0.7542445436120033,0.9989914298057556,-0.9627845287322998,0.9999723434448242
2020-02-05,18.926252365112305,67994500,-0.00838298926528469,0," a serviço da petrobras, o flotel pode ter casos de contaminação por covid 19"," at the service of petrobras, the flotel may have cases of contamination by covid 19",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.507388174533844,0.48018166422843933,0.012430320493876934,0.0,0.0,0.7843015193939209
2020-02-07,19.286245346069336,54514600,-0.008567665150690296,0," ex-diretor da petrobras faz acordo com cvm por recuo no ... petrobras almeja redução de seu quadro de funcionários, de 46.600 para 30.000 fbi atuou na lava jato quando os focos da operação eram petrobras e odebrecht elfe ganha mais três contratos com a petrobras na uo-rio, uo-ba e limpeza industrial"," Former director of petrobras makes agreement with cvm for setback in ... petrobras aims to reduce its staff from 46,600 to 30,000 fbi worked at lava jato when the focus of the operation was petrobras and odebrecht elfe wins three more contracts with petrobras in uo-rio, uo-ba and industrial cleaning",-3.0,0.4,0.35,0.0,3.5389999999999997,0.46099999999999997,1.0657999999999999,0.3778574336320162,3.0250564217567444,0.5970863401889801,0.994292140007019,0.0,2.9957010746002197
2020-02-10,19.419574737548828,45328100,0.006913185489816787,1,"  petrobras desaponta construção naval nacional: estaleiros perdem o filé mignon de obras para 3 navios pla ...  petrobras anuncia redução de 3% no preço da gasolina e 6% no do diesel empresa de helicópteros de apoio offshore com base em macaé se funde com gigante global, muda de nome e vai otimizar operações a petrobras e outras operadoras petrolíferas no brasil  bolsonaro parabeniza stf por permitir privatização de refinarias da petrobras bolsonaro parabeniza stf por liberar petrobras a vender refinarias sem aval stf libera venda de refinarias da petrobras como subsidiárias lula participa de ato em defesa da petrobras após stf liberar ... petrobras vende participação na petrobras uruguay distribuición por us$ 61,7 milhões bradesco bbi eleva preço-alvo da ação da petrobras para r$ 38 e adr para us$ 14", bolsonaro congratulates stf for allowing privatization of petrobras refineries bolsonaro congratulates stf for allowing petrobras to sell refineries without guarantee stf releases sale of petrobras refineries as subsidiaries Lula participates in an act in defense of petrobras after stf releases... petrobras sells stake in petrobras uruguay distribución for us$ 61.7 million bradesco bbi raises petrobras share target price to r$ 38 and adr to us$ 14,0.0,0.0,0.0,0.148,5.595999999999999,0.256,0.23629999999999998,0.1804464110173285,4.3010594099760056,1.5184941794723272,0.9994252920150757,0.0,4.996553421020508
2020-02-12,20.086227416992188,64851000,0.022048797228046983,1," petrobras concluirá venda de refinarias no primeiro semestre de 2022, diz diretora petrobras já tem ofertas finais para quatro refinarias, diz diretora diretora de refino e gás natural garante petrobras competitiva no novo mercado de refino petrobras volta a integrar índice de sustentabilidade da b3 ... petrobras reduz preço da gasolina em 2% a partir desta quinta-feira sindipetro-nf pede para petrobras rever ações após contaminação em plataformas presidente da petrobras, afirma que mesmo com os atrasos, a petrolífera vai finalizar venda das 08 refinarias restantes"," petrobras will complete the sale of refineries in the first half of 2022, says director petrobras already has final offers for four refineries, says director refining and natural gas director ensures petrobras is competitive in the new refining market petrobras rejoins b3 sustainability index ... Petrobras reduces gasoline price by 2% starting this Thursday sindipetro-nf asks petrobras to review actions after platform contamination president of petrobras, says that even with the delays, the oil company will finalize the sale of the 08 remaining refineries",19.0,0.22929292929292927,1.3272727272727274,0.0,6.741,0.259,0.4939,0.3252552058547735,5.453690469264984,1.221054194495082,0.999136745929718,0.0,5.961721956729889
2020-02-13,19.81290054321289,55277100,-0.013607675951536445,0," em greve por fechamento de fábrica da petrobras, petroleiros resistem à guinada liberal da estatal anp alerta justiça sobre risco de desabastecimento diante de greve na petrobras b3 aceita pedido e petrobras deixa programa de governança de estatais da bolsa"," on strike for the closure of a petrobras factory, oil workers resist the liberal turn of the state-owned company anp warns justice about the risk of shortages in the face of strike at petrobras b3 accepts request and petrobras leaves the exchange’s state-owned company governance program",1.0,0.0,0.0,0.40700000000000003,2.25,0.34299999999999997,0.13859999999999997,1.2266488317400217,1.6747290194034576,0.09862225688993931,0.0,-0.5416147708892822,1.6516281366348267
2020-02-17,19.572904586791992,38684900,-0.0020395201273269987,0,"  empregados da petrobras queimam telegramas de rescisão enviados pela estatal  fundos de pensão: qual é a situação de petrobras, bb, caixa e correios  greve dos petroleiros cresce e soma 121 unidades da petrobras, diz fup ministério público pede prisão de gerente da petrobras por manter petroleiro preso por 236 horas governo de sp multa refinaria da petrobras por emissão de poluentes"," Oil workers' strike grows and totals 121 Petrobras units, says fup Public prosecutor asks for the arrest of Petrobras manager for keeping oil tanker in prison for 236 hours government of sp fines petrobras refinery for emission of pollutants",-1.0,-0.025,0.03333333333333333,0.393,2.607,0.0,-0.8188,1.612406313419342,1.3420245945453644,0.045569078996777534,0.0,0.0,2.7474480271339417
2020-02-18,19.83290100097656,33890900,0.013283486517377652,1," conjur - ives gandra autoriza petrobras penalizar grevistas petrobras tenta conter maior greve desde 1995 com oferta de dinheiro para quem não aderir a paralisação caixa, bb e petrobras não estão nos planos de privatização ..."," conjur - ives gandra authorizes petrobras to penalize strikers petrobras tries to contain the biggest strike since 1995 with an offer of money for those who do not join the strike Caixa, bb and petrobras are not in the privatization plans...",-1.0,-0.1,0.4,0.31,2.633,0.058,-0.4073,1.138198733329773,1.7861732840538025,0.07562780752778053,0.0,0.0,2.994669497013092
2020-02-19,20.3662223815918,44181800,0.026890739816074927,1," petrobras registra lucro recorde de r$ 40,1 bi em 2019 com venda de ativos, petrobras fecha 2019 com lucro recorde de r$ 40 bilhões petrobras registra em 2019 o maior lucro de sua história: r ... petrobras aumenta preço da gasolina em 3% a partir desta quinta produção deve elevar lucro da petrobras fup recorrerá de decisão contra greve na petrobras; empresa ... cinema tradicional de sp fecha um ano após fim de patrocínio da petrobras"," petrobras records record profit of r$ 40.1 billion in 2019 with the sale of assets, petrobras ends 2019 with a record profit of r$ 40 billion petrobras records in 2019 the biggest profit in its history: r ... Petrobras increases gasoline price by 3% from this Thursday production should increase petrobras profit fup will appeal decision against strike at petrobras; company ... traditional cinema of sp closes one year after the end of sponsorship by petrobras",6.0,0.0,0.75,0.143,5.523,1.334,1.9470999999999998,0.5360345435328782,4.5438641011714935,1.920101074501872,3.999995231628418,0.0,2.995516002178192
2020-02-20,19.946231842041016,73522900,-0.020621916606900714,0," ceo da petrobras critica atividades ""terroristas"" contra trabalhador da empresa ministro confirma primeira reunião entre petroleiros e petrobras no tst alvo de protestos, venda das refinarias deve ser fechada ainda em 2020, diz petrobras recorde de lucro da petrobras saiu do bolso da população ..."," petrobras ceo criticizes ""terrorist"" activities against company worker minister confirms first meeting between oil workers and petrobras on tst target of protests, sale of refineries should be closed in 2020, says petrobras Petrobras' profit record came out of the population's pocket...",-1.0,0.15,0.43333333333333335,0.679,3.0549999999999997,0.266,-0.5822999999999999,1.579849984496832,2.2732029855251312,0.14694692799821496,0.9999983310699463,-0.9999692440032959,1.999756634235382
2020-02-21,19.426240921020508,47805100,-0.026069631855201503,0," petrobras: 'lucro recorde' com alta dos combustíveis e venda ... após fim de patrocínio da petrobras, cinearte fecha as portas ... resultado da petrobras (petr4) 2019: lucro dispara 287% no 4t19"," petrobras: 'record profit' with high fuel prices and... after the end of sponsorship by petrobras, cinearte closes its doors... petrobras (petr4) 2019 result: profit soars 287% in 4Q19",0.0,0.16,0.5399999999999999,0.0,2.441,0.5589999999999999,0.8808,0.4504916174337268,1.8329708576202393,0.7165376078337431,1.0,0.0,1.960440456867218
2020-02-26,17.472951889038086,89207100,-0.10054899658270122,0,"  ministro do tst anuncia acordo entre petroleiros e petrobras  assédio, dor e suicídio: o inferno dos petroleiros que dedicaram a vida à petrobras. por pedro zambarda  progressão salarial de funcionário da petrobras é ...  tribunal suíço condena homem envolvido em caso de corrupção na petrobras", Swiss court convicts man involved in Petrobras corruption case,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4363393783569336,0.5546911954879761,0.008969349786639214,0.0,0.0,0.6424126029014587
2020-02-27,16.86629867553711,100112100,-0.03471956068748572,0, petrobras inicia teste de longa duração em águas profundas na bacia se-al vale obtém apoio da petrobras para conter eventual vazamento de navio encalhado, petrobras begins long-term deepwater test in the se-al basin Vale obtains support from Petrobras to contain any leak from a stranded ship,-1.0,0.0,0.0,0.149,1.683,0.168,0.0772,0.04806821048259735,1.6612900495529175,0.29064174741506577,0.0,0.0,1.9981088638305664
2020-02-28,16.892963409423828,89095300,0.0015809475688577381,1, petrobras reduz em 4% os preços da gasolina e 5% o diesel em suas refinarias a partir de sábado petrobras coloca à venda sua participação na gaspetro petrobras mantém demissões em fábrica de araucária, Petrobras reduces gasoline prices by 4% and diesel prices at its refineries by 5% from Saturday petrobras puts its stake in gaspetro up for sale petrobras maintains layoffs at araucaria factory,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3714240863919258,2.3836501240730286,0.2449258528649807,0.9135773777961731,0.0,1.9435110688209534
2020-03-02,17.686281204223633,71596400,0.04696143450812485,1,"  governo não descarta intervir na petrobras para segurar preços da gasolina postos aguardam petrobras para reajustar preço da gasolina no df petrobras vai esperar petróleo acalmar para ajustar gasolina  greve de petroleiros paralisa 24 unidades da petrobras em ... greve em base da petrobras paralisa transporte de petróleo no es efeito do coronavírus sobre a economia da china afeta petrobras petrobras inicia processo para vender fatia no campo papa-terra, na bacia de campos petrobras negocia venda da gaspetro na bolsa; cogna fará oferta de r$ 2 bilhões em ações e mais destaques transferidos pela petrobras para vitória chegam a 1.550 - tribuna online gasolina no pará apresenta alta em janeiro mesmo após quedas anunciadas pela petrobras  petrobras reduz preços do diesel e da gasolina nas refinarias projeto da petrobras em santos-sp, demanda vagas para profissionais de engenharia civil e agrimensor"," Oil tankers strike paralyzes 24 Petrobras units in... strike at petrobras base paralyzes oil transport in es effect of coronavirus on china's economy affects petrobras Petrobras starts the process to sell a slice in the papa-terra field, in the Campos Basin petrobras negotiates sale of gaspetro on the stock exchange; cogna will offer r$ 2 billion in shares and more highlights transferred by petrobras to victory reach 1,550 - tribuna online gasoline in pará shows high in January even after drops announced by petrobras",0.0,-0.14000000000000004,2.04,0.33399999999999996,6.453,0.213,0.06579999999999998,1.8546665599569678,4.692452669143677,0.45288059394806623,0.0,-3.3660338521003723,2.9990909695625305
2020-03-03,17.366289138793945,86855700,-0.01809267090886635,0," projeto piloto de energia eólica offshore da petrobras é suspenso muitas vagas de emprego para trabalhar no fpso p-50 da petrobras anunciadas nesta tarde, 03 de março"," Petrobras' offshore wind energy pilot project is suspended many job vacancies to work on petrobras fpso p-50 announced this afternoon, March 03",-1.0,0.5,0.5,0.277,1.536,0.188,-0.25,0.5650694221258163,1.3901866674423218,0.04474391043186188,0.0,-0.9996480941772461,0.9998130202293396
2020-03-04,17.926273345947266,42320500,0.032245472978011724,1, orquestra petrobras sinfônica lança vídeo com ‘colagem’ de músicos distribuidoras de gás natural pedem à petrobras antecipação na redução do preço - bem paraná, petrobras symphony orchestra releases video with 'collage' of musicians natural gas distributors ask petrobras to anticipate price reduction - bem paraná,7.0,0.1,0.4,0.0,1.815,0.185,0.3612,0.04505881108343601,1.7915958166122437,0.16334548965096474,0.0,0.0,1.9830602407455444
2020-03-09,10.699766159057617,254813800,-0.2969776636072812,0,"  petrobras tem adesão de 22% dos funcionários a programas de demissão voluntária petrobras inicia processo para venda da petrobras biocombustível petrobras considera unidades de liquefação em mar para escoar gás do pré-sal congresso nacional tenta impedir venda de refinarias da petrobras  collor desviou recursos de patrocínios da petrobras e da caixa, diz pf em relatório petrobras reduz preço de gás para distribuidoras em 48% em dólar e 35% em reais petrobras (petr4) anuncia venda da sua participação na pbio petrobras inicia processo de arrendamento do terminal de regaseificação de gás natural liquefeito (gnl) na ... petrobras obtém liberação comercial para térmica em ... muitas vagas de emprego para a nova sede da empresa de engenharia, focada na indústria petrolífera uo-seal (petrobras), epman no nordeste  porto de macaé é autorizado a receber embarcações de grande porte da petrobras petrobras recebe nesta quinta-feira propostas para o gerenciamento do projeto búzios 5", port of macaé is authorized to receive large vessels from petrobras petrobras receives this Thursday proposals for the management of the Búzios 5 project,2.0,0.21428571428571427,0.42857142857142855,0.0,2.0,0.0,0.0,0.032378870993852615,1.8290672898292542,0.1385536603629589,0.0,0.0,1.999119520187378
2020-03-10,11.70641040802002,170478000,0.09408095784506963,1," dilma rousseff: ""a privatização da petrobras é uma traição ao ... petrobras celebra 67 anos com protestos e discursos de lula e dilma petrobras completa 67 anos; entenda os riscos da ... petrobras exclui golar power da licitação de terminal de gnl da bahia"," dilma rousseff: ""the privatization of petrobras is a betrayal of the ... petrobras celebrates 67 years with protests and speeches by Lula and Dilma petrobras turns 67; understand the risks of... petrobras excludes golar power from the bid for the bahia lng terminal",-6.0,0.0,0.0,0.638,3.125,0.237,-0.4376,1.0615516193211079,2.4869998395442963,0.451448779553175,0.0,0.0,3.9952433109283447
